VIGENCIA,CODIGO DANE,MUNICIPIOS,USUARIOS,Valor
2014,41801, TERUEL,Areas Comunes Provisionales Bombeo y Especial,4
2014,41797, TESALIA,Areas Comunes Provisionales Bombeo y Especial,8
2014,41807,Timana,Areas Comunes Provisionales Bombeo y Especial,40
2014,41872, VILLAVIEJA,Areas Comunes Provisionales Bombeo y Especial,20
2014,41885,Yaguara,Areas Comunes Provisionales Bombeo y Especial,23
2013,41001, NEIVA,Areas Comunes Provisionales Bombeo y Especial,627
2013,41006, ACEVEDO,Areas Comunes Provisionales Bombeo y Especial,32
2013,41013, AGRADO,Areas Comunes Provisionales Bombeo y Especial,12
2013,41016, AIPE,Areas Comunes Provisionales Bombeo y Especial,23
2013,41020, ALGECIRAS,Areas Comunes Provisionales Bombeo y Especial,18
2013,41026, ALTAMIRA,Areas Comunes Provisionales Bombeo y Especial,3
2013,41078, BARAYA,Areas Comunes Provisionales Bombeo y Especial,3
2013,41132, CAMPOALEGRE,Areas Comunes Provisionales Bombeo y Especial,17
2013,41206, COLOMBIA,Areas Comunes Provisionales Bombeo y Especial,8
2013,41244, EL PITAL,Areas Comunes Provisionales Bombeo y Especial,13
2013,41298,Elias,Areas Comunes Provisionales Bombeo y Especial,4
2013,41306,Garzon,Areas Comunes Provisionales Bombeo y Especial,69
2013,41319, GIGANTE,Areas Comunes Provisionales Bombeo y Especial,25
2013,41349, GUADALUPE,Areas Comunes Provisionales Bombeo y Especial,8
2013,41357, HOBO,Areas Comunes Provisionales Bombeo y Especial,8
2013,41359, IQUIRA,Areas Comunes Provisionales Bombeo y Especial,15
2013,41378, ISNOS,Areas Comunes Provisionales Bombeo y Especial,44
2013,41396, LA ARGENTINA,Areas Comunes Provisionales Bombeo y Especial,9
2013,41483, LA PLATA,Areas Comunes Provisionales Bombeo y Especial,52
2013,41503,Nataga,Areas Comunes Provisionales Bombeo y Especial,6
2013,41518, OPORAPA,Areas Comunes Provisionales Bombeo y Especial,10
2013,41524, PAICOL,Areas Comunes Provisionales Bombeo y Especial,6
2013,41530, PALERMO,Areas Comunes Provisionales Bombeo y Especial,40
2013,41548, PALESTINA,Areas Comunes Provisionales Bombeo y Especial,39
2013,41551, PITALITO,Areas Comunes Provisionales Bombeo y Especial,162
2013,41615, RIVERA,Areas Comunes Provisionales Bombeo y Especial,29
2013,41660,Saladoblanco,Areas Comunes Provisionales Bombeo y Especial,14
2013,41668,San Agustin,Areas Comunes Provisionales Bombeo y Especial,64
2013,41676,Santa Maria,Areas Comunes Provisionales Bombeo y Especial,11
2013,41770, SUAZA,Areas Comunes Provisionales Bombeo y Especial,6
2013,41791, TARQUI,Areas Comunes Provisionales Bombeo y Especial,12
2013,41799, TELLO,Areas Comunes Provisionales Bombeo y Especial,17
2013,41801, TERUEL,Areas Comunes Provisionales Bombeo y Especial,4
2013,41797, TESALIA,Areas Comunes Provisionales Bombeo y Especial,8
2013,41807,Timana,Areas Comunes Provisionales Bombeo y Especial,32
2013,41872, VILLAVIEJA,Areas Comunes Provisionales Bombeo y Especial,20
2013,41885,Yaguara,Areas Comunes Provisionales Bombeo y Especial,19
