VIGENCIA,CODIGO DANE,MUNICIPIOS,CONSUMO DE ENERGIA Kwh,Valor
2014,41001, NEIVA,Areas Comunes Provisional Bombeo y Especial,11281513
2014,41006, ACEVEDO,Areas Comunes Provisional Bombeo y Especial,24831
2014,41013, AGRADO,Areas Comunes Provisional Bombeo y Especial,64869
2014,41016, AIPE,Areas Comunes Provisional Bombeo y Especial,81421
2014,41020, ALGECIRAS,Areas Comunes Provisional Bombeo y Especial,26593
2014,41026, ALTAMIRA,Areas Comunes Provisional Bombeo y Especial,4123
2014,41078, BARAYA,Areas Comunes Provisional Bombeo y Especial,3690
2014,41132, CAMPOALEGRE,Areas Comunes Provisional Bombeo y Especial,515059
2014,41206, COLOMBIA,Areas Comunes Provisional Bombeo y Especial,2620
2014,41244,Elias,Areas Comunes Provisional Bombeo y Especial,5858
2014,41298,Garzon,Areas Comunes Provisional Bombeo y Especial,760217
2014,41306, GIGANTE,Areas Comunes Provisional Bombeo y Especial,187350
2014,41319, GUADALUPE,Areas Comunes Provisional Bombeo y Especial,35634
2014,41349, HOBO,Areas Comunes Provisional Bombeo y Especial,65230
2014,41357, IQUIRA,Areas Comunes Provisional Bombeo y Especial,49811
2014,41359, ISNOS,Areas Comunes Provisional Bombeo y Especial,31642
2014,41378, LA ARGENTINA,Areas Comunes Provisional Bombeo y Especial,15411
2014,41396, LA PLATA,Areas Comunes Provisional Bombeo y Especial,150444
2014,41483,Nataga,Areas Comunes Provisional Bombeo y Especial,4246
2014,41503, OPORAPA,Areas Comunes Provisional Bombeo y Especial,11761
2014,41518, PAICOL,Areas Comunes Provisional Bombeo y Especial,44695
2014,41524, PALERMO,Areas Comunes Provisional Bombeo y Especial,514375
2014,41530, PALESTINA,Areas Comunes Provisional Bombeo y Especial,26486
2014,41548, PITAL,Areas Comunes Provisional Bombeo y Especial,83279
2014,41551, PITALITO,Areas Comunes Provisional Bombeo y Especial,829142
2014,41615, RIVERA,Areas Comunes Provisional Bombeo y Especial,428589
2014,41660,Saladoblanco,Areas Comunes Provisional Bombeo y Especial,18519
2014,41668,San Agustin,Areas Comunes Provisional Bombeo y Especial,144800
2014,41676,Santa Maria,Areas Comunes Provisional Bombeo y Especial,20253
2014,41770, SUAZA,Areas Comunes Provisional Bombeo y Especial,8376
2014,41791, TARQUI,Areas Comunes Provisional Bombeo y Especial,35888
2014,41799, TELLO,Areas Comunes Provisional Bombeo y Especial,4567
2014,41801, TERUEL,Areas Comunes Provisional Bombeo y Especial,9721
2014,41797, TESALIA,Areas Comunes Provisional Bombeo y Especial,59695
2014,41807,Timana,Areas Comunes Provisional Bombeo y Especial,126770
2014,41872, VILLAVIEJA,Areas Comunes Provisional Bombeo y Especial,176011
2014,41885,Yaguara,Areas Comunes Provisional Bombeo y Especial,192624
2013,41001, NEIVA,Areas Comunes Provisional Bombeo y Especial,9650083
2013,41006, ACEVEDO,Areas Comunes Provisional Bombeo y Especial,27962
2013,41013, AGRADO,Areas Comunes Provisional Bombeo y Especial,68640
2013,41016, AIPE,Areas Comunes Provisional Bombeo y Especial,117850
2013,41020, ALGECIRAS,Areas Comunes Provisional Bombeo y Especial,21615
2013,41026, ALTAMIRA,Areas Comunes Provisional Bombeo y Especial,10257
2013,41078, BARAYA,Areas Comunes Provisional Bombeo y Especial,15708
2013,41132, CAMPOALEGRE,Areas Comunes Provisional Bombeo y Especial,501809
2013,41206, COLOMBIA,Areas Comunes Provisional Bombeo y Especial,5803
2013,41244, EL PITAL,Areas Comunes Provisional Bombeo y Especial,75311
2013,41298,Elias,Areas Comunes Provisional Bombeo y Especial,5220
2013,41306,Garzon,Areas Comunes Provisional Bombeo y Especial,772804
2013,41319, GIGANTE,Areas Comunes Provisional Bombeo y Especial,199661
2013,41349, GUADALUPE,Areas Comunes Provisional Bombeo y Especial,25487
2013,41357, HOBO,Areas Comunes Provisional Bombeo y Especial,45240
2013,41359, IQUIRA,Areas Comunes Provisional Bombeo y Especial,52221
2013,41378, ISNOS,Areas Comunes Provisional Bombeo y Especial,33149
2013,41396, LA ARGENTINA,Areas Comunes Provisional Bombeo y Especial,15364
2013,41483, LA PLATA,Areas Comunes Provisional Bombeo y Especial,175238
2013,41503,Nataga,Areas Comunes Provisional Bombeo y Especial,4400
2013,41518, OPORAPA,Areas Comunes Provisional Bombeo y Especial,10651
2013,41524, PAICOL,Areas Comunes Provisional Bombeo y Especial,42461
2013,41530, PALERMO,Areas Comunes Provisional Bombeo y Especial,495370
2013,41548, PALESTINA,Areas Comunes Provisional Bombeo y Especial,32369
2013,41551, PITALITO,Areas Comunes Provisional Bombeo y Especial,648087
2013,41615, RIVERA,Areas Comunes Provisional Bombeo y Especial,325952
2013,41660,Saladoblanco,Areas Comunes Provisional Bombeo y Especial,8048
2013,41668,San Agustin,Areas Comunes Provisional Bombeo y Especial,146761
2013,41676,Santa Maria,Areas Comunes Provisional Bombeo y Especial,22313
2013,41770, SUAZA,Areas Comunes Provisional Bombeo y Especial,13069
2013,41791, TARQUI,Areas Comunes Provisional Bombeo y Especial,32344
2013,41799, TELLO,Areas Comunes Provisional Bombeo y Especial,7227
2013,41801, TERUEL,Areas Comunes Provisional Bombeo y Especial,9712
2013,41797, TESALIA,Areas Comunes Provisional Bombeo y Especial,66115
2013,41807,Timana,Areas Comunes Provisional Bombeo y Especial,131859
2013,41872, VILLAVIEJA,Areas Comunes Provisional Bombeo y Especial,165416
2013,41885,Yaguara,Areas Comunes Provisional Bombeo y Especial,211718
