VIGENCIA,CODIGO DANE,MUNICIPIOS,Sectores,CONSUMO DE ENERGIA Kwh
2018,41001,Neiva,Residencial Zona Urbano,210752422
2018,41001,Neiva,Residencial Zona Rural,6821551
2018,41001,Neiva,Comercial Zonas Urbano,81796388
2018,41001,Neiva,Comercial Zonas Rural,1638295
2018,41001,Neiva,Oficial Zonas Urbano,12502755
2018,41001,Neiva,Oficial Zonas Rural,587916
2018,41006,Acevedo,Residencial Zona Urbano,1625643
2018,41006,Acevedo,Residencial Zona Rural,4419590
2018,41006,Acevedo,Comercial Zonas Urbano,1129776
2018,41006,Acevedo,Comercial Zonas Rural,299552
2018,41006,Acevedo,Oficial Zonas Urbano,117918
2018,41006,Acevedo,Oficial Zonas Rural,146368
2018,41013,Agrado,Residencial Zona Urbano,1706533
2018,41013,Agrado,Residencial Zona Rural,623589
2018,41013,Agrado,Comercial Zonas Urbano,247728
2018,41013,Agrado,Comercial Zonas Rural,157784
2018,41013,Agrado,Oficial Zonas Urbano,33804
2018,41013,Agrado,Oficial Zonas Rural,65108
2018,41016,Aipe,Residencial Zona Urbano,4117043
2018,41016,Aipe,Residencial Zona Rural,1578962
2018,41016,Aipe,Comercial Zonas Urbano,989769
2018,41016,Aipe,Comercial Zonas Rural,359750
2018,41016,Aipe,Oficial Zonas Urbano,673253
2018,41016,Aipe,Oficial Zonas Rural,223404
2018,41020,Algeciras,Residencial Zona Urbano,3208594
2018,41020,Algeciras,Residencial Zona Rural,1788869
2018,41020,Algeciras,Comercial Zonas Urbano,716870
2018,41020,Algeciras,Comercial Zonas Rural,63908
2018,41020,Algeciras,Oficial Zonas Urbano,400683
2018,41020,Algeciras,Oficial Zonas Rural,98890
2018,41026,Altamira,Residencial Zona Urbano,1104163
2018,41026,Altamira,Residencial Zona Rural,501481
2018,41026,Altamira,Comercial Zonas Urbano,210466
2018,41026,Altamira,Comercial Zonas Rural,37355
2018,41026,Altamira,Oficial Zonas Urbano,58602
2018,41026,Altamira,Oficial Zonas Rural,5040
2018,41078,Baraya,Residencial Zona Urbano,1239261
2018,41078,Baraya,Residencial Zona Rural,554342
2018,41078,Baraya,Comercial Zonas Urbano,211219
2018,41078,Baraya,Comercial Zonas Rural,61502
2018,41078,Baraya,Oficial Zonas Urbano,178880
2018,41078,Baraya,Oficial Zonas Rural,29508
2018,41132,Campoalegre,Residencial Zona Urbano,8906209
2018,41132,Campoalegre,Residencial Zona Rural,2307188
2018,41132,Campoalegre,Comercial Zonas Urbano,2096251
2018,41132,Campoalegre,Comercial Zonas Rural,596454
2018,41132,Campoalegre,Oficial Zonas Urbano,518779
2018,41132,Campoalegre,Oficial Zonas Rural,62971
2018,41206,Colombia,Residencial Zona Urbano,692981
2018,41206,Colombia,Residencial Zona Rural,684825
2018,41206,Colombia,Comercial Zonas Urbano,98376
2018,41206,Colombia,Comercial Zonas Rural,38065
2018,41206,Colombia,Oficial Zonas Urbano,101200
2018,41206,Colombia,Oficial Zonas Rural,27035
2018,41244,Elias,Residencial Zona Urbano,433678
2018,41244,Elias,Residencial Zona Rural,483456
2018,41244,Elias,Comercial Zonas Urbano,40291
2018,41244,Elias,Comercial Zonas Rural,87951
2018,41244,Elias,Oficial Zonas Urbano,44761
2018,41244,Elias,Oficial Zonas Rural,12632
2018,41298,Garzon,Residencial Zona Urbano,15598161
2018,41298,Garzon,Residencial Zona Rural,5973002
2018,41298,Garzon,Comercial Zonas Urbano,4505389
2018,41298,Garzon,Comercial Zonas Rural,297569
2018,41298,Garzon,Oficial Zonas Urbano,1311949
2018,41298,Garzon,Oficial Zonas Rural,369583
2018,41306,Gigante,Residencial Zona Urbano,4131885
2018,41306,Gigante,Residencial Zona Rural,3299180
2018,41306,Gigante,Comercial Zonas Urbano,2109504
2018,41306,Gigante,Comercial Zonas Rural,167918
2018,41306,Gigante,Oficial Zonas Urbano,234519
2018,41306,Gigante,Oficial Zonas Rural,156432
2018,41319,Guadalupe,Residencial Zona Urbano,1953242
2018,41319,Guadalupe,Residencial Zona Rural,2034607
2018,41319,Guadalupe,Comercial Zonas Urbano,539014
2018,41319,Guadalupe,Comercial Zonas Rural,71628
2018,41319,Guadalupe,Oficial Zonas Urbano,244588
2018,41319,Guadalupe,Oficial Zonas Rural,136963
2018,41349,Hobo,Residencial Zona Urbano,1961530
2018,41349,Hobo,Residencial Zona Rural,453677
2018,41349,Hobo,Comercial Zonas Urbano,420599
2018,41349,Hobo,Comercial Zonas Rural,271785
2018,41349,Hobo,Oficial Zonas Urbano,123126
2018,41349,Hobo,Oficial Zonas Rural,25821
2018,41357,Iquira,Residencial Zona Urbano,1171275
2018,41357,Iquira,Residencial Zona Rural,907803
2018,41357,Iquira,Comercial Zonas Urbano,91573
2018,41357,Iquira,Comercial Zonas Rural,72611
2018,41357,Iquira,Oficial Zonas Urbano,33316
2018,41357,Iquira,Oficial Zonas Rural,46106
2018,41359,Isnos,Residencial Zona Urbano,1735278
2018,41359,Isnos,Residencial Zona Rural,2765246
2018,41359,Isnos,Comercial Zonas Urbano,667394
2018,41359,Isnos,Comercial Zonas Rural,117534
2018,41359,Isnos,Oficial Zonas Urbano,168134
2018,41359,Isnos,Oficial Zonas Rural,74041
2018,41378,La Argentina,Residencial Zona Urbano,1382649
2018,41378,La Argentina,Residencial Zona Rural,912393
2018,41378,La Argentina,Comercial Zonas Urbano,108459
2018,41378,La Argentina,Comercial Zonas Rural,18275
2018,41378,La Argentina,Oficial Zonas Urbano,60938
2018,41378,La Argentina,Oficial Zonas Rural,27342
2018,41396,La Plata,Residencial Zona Urbano,9579908
2018,41396,La Plata,Residencial Zona Rural,4189400
2018,41396,La Plata,Comercial Zonas Urbano,2918413
2018,41396,La Plata,Comercial Zonas Rural,43094
2018,41396,La Plata,Oficial Zonas Urbano,1472917
2018,41396,La Plata,Oficial Zonas Rural,127212
2018,41483,Nataga,Residencial Zona Urbano,576451
2018,41483,Nataga,Residencial Zona Rural,466549
2018,41483,Nataga,Comercial Zonas Urbano,120383
2018,41483,Nataga,Comercial Zonas Rural,1776
2018,41483,Nataga,Oficial Zonas Urbano,40037
2018,41483,Nataga,Oficial Zonas Rural,16719
2018,41503,Oporapa,Residencial Zona Urbano,703921
2018,41503,Oporapa,Residencial Zona Rural,1528241
2018,41503,Oporapa,Comercial Zonas Urbano,178570
2018,41503,Oporapa,Comercial Zonas Rural,38687
2018,41503,Oporapa,Oficial Zonas Urbano,55606
2018,41503,Oporapa,Oficial Zonas Rural,29016
2018,41518,Paicol,Residencial Zona Urbano,933101
2018,41518,Paicol,Residencial Zona Rural,752386
2018,41518,Paicol,Comercial Zonas Urbano,103412
2018,41518,Paicol,Comercial Zonas Rural,804
2018,41518,Paicol,Oficial Zonas Urbano,125125
2018,41518,Paicol,Oficial Zonas Rural,20279
2018,41524,Palermo,Residencial Zona Urbano,7286100
2018,41524,Palermo,Residencial Zona Rural,2662559
2018,41524,Palermo,Comercial Zonas Urbano,1621670
2018,41524,Palermo,Comercial Zonas Rural,3607492
2018,41524,Palermo,Oficial Zonas Urbano,525801
2018,41524,Palermo,Oficial Zonas Rural,198514
2018,41530,Palestina,Residencial Zona Urbano,473683
2018,41530,Palestina,Residencial Zona Rural,1284821
2018,41530,Palestina,Comercial Zonas Urbano,161420
2018,41530,Palestina,Comercial Zonas Rural,92331
2018,41530,Palestina,Oficial Zonas Urbano,45152
2018,41530,Palestina,Oficial Zonas Rural,56454
2018,41548,Pital,Residencial Zona Urbano,1665028
2018,41548,Pital,Residencial Zona Rural,1479817
2018,41548,Pital,Comercial Zonas Urbano,264881
2018,41548,Pital,Comercial Zonas Rural,30756
2018,41548,Pital,Oficial Zonas Urbano,68157
2018,41548,Pital,Oficial Zonas Rural,47696
2018,41551,Pitalito,Residencial Zona Urbano,26404114
2018,41551,Pitalito,Residencial Zona Rural,11187590
2018,41551,Pitalito,Comercial Zonas Urbano,14340369
2018,41551,Pitalito,Comercial Zonas Rural,1496900
2018,41551,Pitalito,Oficial Zonas Urbano,1351838
2018,41551,Pitalito,Oficial Zonas Rural,750720
2018,41615,Rivera,Residencial Zona Urbano,4724966
2018,41615,Rivera,Residencial Zona Rural,5399272
2018,41615,Rivera,Comercial Zonas Urbano,916699
2018,41615,Rivera,Comercial Zonas Rural,1291515
2018,41615,Rivera,Oficial Zonas Urbano,137052
2018,41615,Rivera,Oficial Zonas Rural,854527
2018,41660,Saladoblanco,Residencial Zona Urbano,594049
2018,41660,Saladoblanco,Residencial Zona Rural,1445205
2018,41660,Saladoblanco,Comercial Zonas Urbano,299227
2018,41660,Saladoblanco,Comercial Zonas Rural,35357
2018,41660,Saladoblanco,Oficial Zonas Urbano,86536
2018,41660,Saladoblanco,Oficial Zonas Rural,32637
2018,41668,San Agustin,Residencial Zona Urbano,2874716
2018,41668,San Agustin,Residencial Zona Rural,3068870
2018,41668,San Agustin,Comercial Zonas Urbano,945679
2018,41668,San Agustin,Comercial Zonas Rural,434962
2018,41668,San Agustin,Oficial Zonas Urbano,124847
2018,41668,San Agustin,Oficial Zonas Rural,76176
2018,41676,Santa Maria,Residencial Zona Urbano,1002467
2018,41676,Santa Maria,Residencial Zona Rural,1230983
2018,41676,Santa Maria,Comercial Zonas Urbano,266129
2018,41676,Santa Maria,Comercial Zonas Rural,79681
2018,41676,Santa Maria,Oficial Zonas Urbano,76735
2018,41676,Santa Maria,Oficial Zonas Rural,39619
2018,41770,Suaza,Residencial Zona Urbano,1560725
2018,41770,Suaza,Residencial Zona Rural,3294477
2018,41770,Suaza,Comercial Zonas Urbano,337716
2018,41770,Suaza,Comercial Zonas Rural,161595
2018,41770,Suaza,Oficial Zonas Urbano,205487
2018,41770,Suaza,Oficial Zonas Rural,81542
2018,41791,Tarqui,Residencial Zona Urbano,1684310
2018,41791,Tarqui,Residencial Zona Rural,2384207
2018,41791,Tarqui,Comercial Zonas Urbano,442099
2018,41791,Tarqui,Comercial Zonas Rural,25620
2018,41791,Tarqui,Oficial Zonas Urbano,133188
2018,41791,Tarqui,Oficial Zonas Rural,57408
2018,41799,Tello,Residencial Zona Urbano,1731811
2018,41799,Tello,Residencial Zona Rural,1324517
2018,41799,Tello,Comercial Zonas Urbano,329146
2018,41799,Tello,Comercial Zonas Rural,88211
2018,41799,Tello,Oficial Zonas Urbano,134385
2018,41799,Tello,Oficial Zonas Rural,61360
2018,41801,Teruel,Residencial Zona Urbano,1449440
2018,41801,Teruel,Residencial Zona Rural,758451
2018,41801,Teruel,Comercial Zonas Urbano,428269
2018,41801,Teruel,Comercial Zonas Rural,52313
2018,41801,Teruel,Oficial Zonas Urbano,109636
2018,41801,Teruel,Oficial Zonas Rural,20057
2018,41797,Tesalia,Residencial Zona Urbano,2507724
2018,41797,Tesalia,Residencial Zona Rural,712079
2018,41797,Tesalia,Comercial Zonas Urbano,342813
2018,41797,Tesalia,Comercial Zonas Rural,53830
2018,41797,Tesalia,Oficial Zonas Urbano,131013
2018,41797,Tesalia,Oficial Zonas Rural,12875
2018,41807,Timana,Residencial Zona Urbano,2194865
2018,41807,Timana,Residencial Zona Rural,2749329
2018,41807,Timana,Comercial Zonas Urbano,835894
2018,41807,Timana,Comercial Zonas Rural,91569
2018,41807,Timana,Oficial Zonas Urbano,119788
2018,41807,Timana,Oficial Zonas Rural,55024
2018,41872,Villavieja,Residencial Zona Urbano,1276449
2018,41872,Villavieja,Residencial Zona Rural,1322671
2018,41872,Villavieja,Comercial Zonas Urbano,135773
2018,41872,Villavieja,Comercial Zonas Rural,18215
2018,41872,Villavieja,Oficial Zonas Urbano,90702
2018,41872,Villavieja,Oficial Zonas Rural,52520
2018,41885,Yaguara,Residencial Zona Urbano,2812866
2018,41885,Yaguara,Residencial Zona Rural,913241
2018,41885,Yaguara,Comercial Zonas Urbano,386384
2018,41885,Yaguara,Comercial Zonas Rural,190288
2018,41885,Yaguara,Oficial Zonas Urbano,276042
2018,41885,Yaguara,Oficial Zonas Rural,43557
2017,41001,Neiva,Residencial Zona Urbano,210511145
2017,41001,Neiva,Residencial Zona Rural,6614771
2017,41001,Neiva,Comercial Zonas Urbano,82457989
2017,41001,Neiva,Comercial Zonas Rural,1360632
2017,41001,Neiva,Oficial Zonas Urbano,21586549
2017,41001,Neiva,Oficial Zonas Rural,833577
2017,41006,Acevedo,Residencial Zona Urbano,1620064
2017,41006,Acevedo,Residencial Zona Rural,4247382
2017,41006,Acevedo,Comercial Zonas Urbano,935292
2017,41006,Acevedo,Comercial Zonas Rural,280300
2017,41006,Acevedo,Oficial Zonas Urbano,107879
2017,41006,Acevedo,Oficial Zonas Rural,164554
2017,41013,Agrado,Residencial Zona Urbano,1677735
2017,41013,Agrado,Residencial Zona Rural,615429
2017,41013,Agrado,Comercial Zonas Urbano,253468
2017,41013,Agrado,Comercial Zonas Rural,141231
2017,41013,Agrado,Oficial Zonas Urbano,107399
2017,41013,Agrado,Oficial Zonas Rural,66308
2017,41016,Aipe,Residencial Zona Urbano,4043542
2017,41016,Aipe,Residencial Zona Rural,1506997
2017,41016,Aipe,Comercial Zonas Urbano,841095
2017,41016,Aipe,Comercial Zonas Rural,325134
2017,41016,Aipe,Oficial Zonas Urbano,614728
2017,41016,Aipe,Oficial Zonas Rural,284281
2017,41020,Algeciras,Residencial Zona Urbano,2978650
2017,41020,Algeciras,Residencial Zona Rural,1705288
2017,41020,Algeciras,Comercial Zonas Urbano,727192
2017,41020,Algeciras,Comercial Zonas Rural,61634
2017,41020,Algeciras,Oficial Zonas Urbano,302775
2017,41020,Algeciras,Oficial Zonas Rural,98245
2017,41026,Altamira,Residencial Zona Urbano,1094042
2017,41026,Altamira,Residencial Zona Rural,501991
2017,41026,Altamira,Comercial Zonas Urbano,187631
2017,41026,Altamira,Comercial Zonas Rural,70104
2017,41026,Altamira,Oficial Zonas Urbano,65720
2017,41026,Altamira,Oficial Zonas Rural,3993
2017,41078,Baraya,Residencial Zona Urbano,1170005
2017,41078,Baraya,Residencial Zona Rural,505111
2017,41078,Baraya,Comercial Zonas Urbano,191547
2017,41078,Baraya,Comercial Zonas Rural,65761
2017,41078,Baraya,Oficial Zonas Urbano,181708
2017,41078,Baraya,Oficial Zonas Rural,47780
2017,41132,Campoalegre,Residencial Zona Urbano,8790197
2017,41132,Campoalegre,Residencial Zona Rural,2461578
2017,41132,Campoalegre,Comercial Zonas Urbano,1791790
2017,41132,Campoalegre,Comercial Zonas Rural,660120
2017,41132,Campoalegre,Oficial Zonas Urbano,778667
2017,41132,Campoalegre,Oficial Zonas Rural,423873
2017,41206,Colombia,Residencial Zona Urbano,681194
2017,41206,Colombia,Residencial Zona Rural,673030
2017,41206,Colombia,Comercial Zonas Urbano,110531
2017,41206,Colombia,Comercial Zonas Rural,33635
2017,41206,Colombia,Oficial Zonas Urbano,100414
2017,41206,Colombia,Oficial Zonas Rural,29083
2017,41548,El Pital,Residencial Zona Urbano,1641601
2017,41548,El Pital,Residencial Zona Rural,1446495
2017,41548,El Pital,Comercial Zonas Urbano,270078
2017,41548,El Pital,Comercial Zonas Rural,26052
2017,41548,El Pital,Oficial Zonas Urbano,122779
2017,41548,El Pital,Oficial Zonas Rural,50244
2017,41244,Elias,Residencial Zona Urbano,420277
2017,41244,Elias,Residencial Zona Rural,452852
2017,41244,Elias,Comercial Zonas Urbano,35178
2017,41244,Elias,Comercial Zonas Rural,100840
2017,41244,Elias,Oficial Zonas Urbano,51181
2017,41244,Elias,Oficial Zonas Rural,12738
2017,41298,Garzon,Residencial Zona Urbano,15671923
2017,41298,Garzon,Residencial Zona Rural,5954620
2017,41298,Garzon,Comercial Zonas Urbano,4363764
2017,41298,Garzon,Comercial Zonas Rural,323067
2017,41298,Garzon,Oficial Zonas Urbano,1779860
2017,41298,Garzon,Oficial Zonas Rural,408103
2017,41306,Gigante,Residencial Zona Urbano,4169735
2017,41306,Gigante,Residencial Zona Rural,3336818
2017,41306,Gigante,Comercial Zonas Urbano,2430318
2017,41306,Gigante,Comercial Zonas Rural,158495
2017,41306,Gigante,Oficial Zonas Urbano,321591
2017,41306,Gigante,Oficial Zonas Rural,164983
2017,41319,Guadalupe,Residencial Zona Urbano,1921356
2017,41319,Guadalupe,Residencial Zona Rural,2011349
2017,41319,Guadalupe,Comercial Zonas Urbano,518762
2017,41319,Guadalupe,Comercial Zonas Rural,30477
2017,41319,Guadalupe,Oficial Zonas Urbano,248297
2017,41319,Guadalupe,Oficial Zonas Rural,131790
2017,41349,Hobo,Residencial Zona Urbano,1993907
2017,41349,Hobo,Residencial Zona Rural,478995
2017,41349,Hobo,Comercial Zonas Urbano,761875
2017,41349,Hobo,Comercial Zonas Rural,445646
2017,41349,Hobo,Oficial Zonas Urbano,192383
2017,41349,Hobo,Oficial Zonas Rural,26173
2017,41357,Iquira,Residencial Zona Urbano,1159929
2017,41357,Iquira,Residencial Zona Rural,877543
2017,41357,Iquira,Comercial Zonas Urbano,76925
2017,41357,Iquira,Comercial Zonas Rural,153233
2017,41357,Iquira,Oficial Zonas Urbano,76469
2017,41357,Iquira,Oficial Zonas Rural,51105
2017,41359,Isnos,Residencial Zona Urbano,1787130
2017,41359,Isnos,Residencial Zona Rural,2694139
2017,41359,Isnos,Comercial Zonas Urbano,657819
2017,41359,Isnos,Comercial Zonas Rural,94518
2017,41359,Isnos,Oficial Zonas Urbano,154874
2017,41359,Isnos,Oficial Zonas Rural,94109
2017,41378,La Argentina,Residencial Zona Urbano,1360206
2017,41378,La Argentina,Residencial Zona Rural,910223
2017,41378,La Argentina,Comercial Zonas Urbano,91176
2017,41378,La Argentina,Comercial Zonas Rural,17104
2017,41378,La Argentina,Oficial Zonas Urbano,75525
2017,41378,La Argentina,Oficial Zonas Rural,27952
2017,41396,La Plata,Residencial Zona Urbano,9371897
2017,41396,La Plata,Residencial Zona Rural,4050960
2017,41396,La Plata,Comercial Zonas Urbano,3102953
2017,41396,La Plata,Comercial Zonas Rural,37226
2017,41396,La Plata,Oficial Zonas Urbano,1553035
2017,41396,La Plata,Oficial Zonas Rural,129727
2017,41483,Nataga,Residencial Zona Urbano,562347
2017,41483,Nataga,Residencial Zona Rural,452624
2017,41483,Nataga,Comercial Zonas Urbano,122391
2017,41483,Nataga,Comercial Zonas Rural,1846
2017,41483,Nataga,Oficial Zonas Urbano,42944
2017,41483,Nataga,Oficial Zonas Rural,16597
2017,41503,Oporapa,Residencial Zona Urbano,693667
2017,41503,Oporapa,Residencial Zona Rural,1491776
2017,41503,Oporapa,Comercial Zonas Urbano,173875
2017,41503,Oporapa,Comercial Zonas Rural,49503
2017,41503,Oporapa,Oficial Zonas Urbano,66788
2017,41503,Oporapa,Oficial Zonas Rural,34746
2017,41518,Paicol,Residencial Zona Urbano,913217
2017,41518,Paicol,Residencial Zona Rural,714592
2017,41518,Paicol,Comercial Zonas Urbano,129445
2017,41518,Paicol,Comercial Zonas Rural,944
2017,41518,Paicol,Oficial Zonas Urbano,128231
2017,41518,Paicol,Oficial Zonas Rural,19719
2017,41524,Palermo,Residencial Zona Urbano,7266653
2017,41524,Palermo,Residencial Zona Rural,2668845
2017,41524,Palermo,Comercial Zonas Urbano,1617320
2017,41524,Palermo,Comercial Zonas Rural,3190694
2017,41524,Palermo,Oficial Zonas Urbano,601352
2017,41524,Palermo,Oficial Zonas Rural,305213
2017,41530,Palestina,Residencial Zona Urbano,469756
2017,41530,Palestina,Residencial Zona Rural,1256419
2017,41530,Palestina,Comercial Zonas Urbano,161845
2017,41530,Palestina,Comercial Zonas Rural,74546
2017,41530,Palestina,Oficial Zonas Urbano,58383
2017,41530,Palestina,Oficial Zonas Rural,68044
2017,41551,Pitalito,Residencial Zona Urbano,26679931
2017,41551,Pitalito,Residencial Zona Rural,10882187
2017,41551,Pitalito,Comercial Zonas Urbano,13469739
2017,41551,Pitalito,Comercial Zonas Rural,1415973
2017,41551,Pitalito,Oficial Zonas Urbano,1687631
2017,41551,Pitalito,Oficial Zonas Rural,886670
2017,41615,Rivera,Residencial Zona Urbano,4756136
2017,41615,Rivera,Residencial Zona Rural,5170238
2017,41615,Rivera,Comercial Zonas Urbano,921525
2017,41615,Rivera,Comercial Zonas Rural,2040748
2017,41615,Rivera,Oficial Zonas Urbano,243667
2017,41615,Rivera,Oficial Zonas Rural,910903
2017,41660,Saladoblanco,Residencial Zona Urbano,600675
2017,41660,Saladoblanco,Residencial Zona Rural,1410201
2017,41660,Saladoblanco,Comercial Zonas Urbano,269170
2017,41660,Saladoblanco,Comercial Zonas Rural,33240
2017,41660,Saladoblanco,Oficial Zonas Urbano,99385
2017,41660,Saladoblanco,Oficial Zonas Rural,32560
2017,41668,San Agustin,Residencial Zona Urbano,2818542
2017,41668,San Agustin,Residencial Zona Rural,2993773
2017,41668,San Agustin,Comercial Zonas Urbano,874966
2017,41668,San Agustin,Comercial Zonas Rural,282033
2017,41668,San Agustin,Oficial Zonas Urbano,213916
2017,41668,San Agustin,Oficial Zonas Rural,109441
2017,41676,Santa Maria,Residencial Zona Urbano,1000757
2017,41676,Santa Maria,Residencial Zona Rural,1218298
2017,41676,Santa Maria,Comercial Zonas Urbano,269968
2017,41676,Santa Maria,Comercial Zonas Rural,78277
2017,41676,Santa Maria,Oficial Zonas Urbano,83468
2017,41676,Santa Maria,Oficial Zonas Rural,43784
2017,41770,Suaza,Residencial Zona Urbano,1495847
2017,41770,Suaza,Residencial Zona Rural,3101699
2017,41770,Suaza,Comercial Zonas Urbano,338750
2017,41770,Suaza,Comercial Zonas Rural,121986
2017,41770,Suaza,Oficial Zonas Urbano,135236
2017,41770,Suaza,Oficial Zonas Rural,124646
2017,41791,Tarqui,Residencial Zona Urbano,1635938
2017,41791,Tarqui,Residencial Zona Rural,2332250
2017,41791,Tarqui,Comercial Zonas Urbano,420962
2017,41791,Tarqui,Comercial Zonas Rural,28626
2017,41791,Tarqui,Oficial Zonas Urbano,166209
2017,41791,Tarqui,Oficial Zonas Rural,62003
2017,41799,Tello,Residencial Zona Urbano,1737534
2017,41799,Tello,Residencial Zona Rural,1327181
2017,41799,Tello,Comercial Zonas Urbano,241768
2017,41799,Tello,Comercial Zonas Rural,60291
2017,41799,Tello,Oficial Zonas Urbano,170060
2017,41799,Tello,Oficial Zonas Rural,64359
2017,41801,Teruel,Residencial Zona Urbano,1423174
2017,41801,Teruel,Residencial Zona Rural,753441
2017,41801,Teruel,Comercial Zonas Urbano,485947
2017,41801,Teruel,Comercial Zonas Rural,59337
2017,41801,Teruel,Oficial Zonas Urbano,99071
2017,41801,Teruel,Oficial Zonas Rural,27334
2017,41797,Tesalia,Residencial Zona Urbano,2462378
2017,41797,Tesalia,Residencial Zona Rural,677170
2017,41797,Tesalia,Comercial Zonas Urbano,363003
2017,41797,Tesalia,Comercial Zonas Rural,69796
2017,41797,Tesalia,Oficial Zonas Urbano,188289
2017,41797,Tesalia,Oficial Zonas Rural,13049
2017,41807,Timana,Residencial Zona Urbano,2165418
2017,41807,Timana,Residencial Zona Rural,2683423
2017,41807,Timana,Comercial Zonas Urbano,696213
2017,41807,Timana,Comercial Zonas Rural,88816
2017,41807,Timana,Oficial Zonas Urbano,241908
2017,41807,Timana,Oficial Zonas Rural,69936
2017,41872,Villavieja,Residencial Zona Urbano,1204403
2017,41872,Villavieja,Residencial Zona Rural,1288143
2017,41872,Villavieja,Comercial Zonas Urbano,117088
2017,41872,Villavieja,Comercial Zonas Rural,22070
2017,41872,Villavieja,Oficial Zonas Urbano,113457
2017,41872,Villavieja,Oficial Zonas Rural,121569
2017,41885,Yaguara,Residencial Zona Urbano,2905222
2017,41885,Yaguara,Residencial Zona Rural,1008327
2017,41885,Yaguara,Comercial Zonas Urbano,409308
2017,41885,Yaguara,Comercial Zonas Rural,203622
2017,41885,Yaguara,Oficial Zonas Urbano,353833
2017,41885,Yaguara,Oficial Zonas Rural,55933
2016,41001,Neiva,Residencial Zona Urbano,199596772
2016,41001,Neiva,Residencial Zona Rural,5894898
2016,41001,Neiva,Comercial Zonas Urbano,89816598
2016,41001,Neiva,Comercial Zonas Rural,1076257
2016,41001,Neiva,Oficial Zonas Urbano,32147913
2016,41001,Neiva,Oficial Zonas Rural,719787
2016,41006,Acevedo,Residencial Zona Urbano,1463741
2016,41006,Acevedo,Residencial Zona Rural,3342947
2016,41006,Acevedo,Comercial Zonas Urbano,795073
2016,41006,Acevedo,Comercial Zonas Rural,236460
2016,41006,Acevedo,Oficial Zonas Urbano,100084
2016,41006,Acevedo,Oficial Zonas Rural,130908
2016,41013,Agrado,Residencial Zona Urbano,1548289
2016,41013,Agrado,Residencial Zona Rural,504755
2016,41013,Agrado,Comercial Zonas Urbano,206372
2016,41013,Agrado,Comercial Zonas Rural,130868
2016,41013,Agrado,Oficial Zonas Urbano,101617
2016,41013,Agrado,Oficial Zonas Rural,70849
2016,41016,Aipe,Residencial Zona Urbano,3843686
2016,41016,Aipe,Residencial Zona Rural,1192085
2016,41016,Aipe,Comercial Zonas Urbano,788039
2016,41016,Aipe,Comercial Zonas Rural,272970
2016,41016,Aipe,Oficial Zonas Urbano,487930
2016,41016,Aipe,Oficial Zonas Rural,186940
2016,41020,Algeciras,Residencial Zona Urbano,2677630
2016,41020,Algeciras,Residencial Zona Rural,1335176
2016,41020,Algeciras,Comercial Zonas Urbano,607065
2016,41020,Algeciras,Comercial Zonas Rural,44396
2016,41020,Algeciras,Oficial Zonas Urbano,272585
2016,41020,Algeciras,Oficial Zonas Rural,70421
2016,41026,Altamira,Residencial Zona Urbano,992000
2016,41026,Altamira,Residencial Zona Rural,362754
2016,41026,Altamira,Comercial Zonas Urbano,152274
2016,41026,Altamira,Comercial Zonas Rural,28102
2016,41026,Altamira,Oficial Zonas Urbano,52342
2016,41026,Altamira,Oficial Zonas Rural,3723
2016,41078,Baraya,Residencial Zona Urbano,1092148
2016,41078,Baraya,Residencial Zona Rural,423793
2016,41078,Baraya,Comercial Zonas Urbano,186083
2016,41078,Baraya,Comercial Zonas Rural,69381
2016,41078,Baraya,Oficial Zonas Urbano,170482
2016,41078,Baraya,Oficial Zonas Rural,141396
2016,41132,Campoalegre,Residencial Zona Urbano,8270819
2016,41132,Campoalegre,Residencial Zona Rural,1906146
2016,41132,Campoalegre,Comercial Zonas Urbano,1797863
2016,41132,Campoalegre,Comercial Zonas Rural,491643
2016,41132,Campoalegre,Oficial Zonas Urbano,713544
2016,41132,Campoalegre,Oficial Zonas Rural,344629
2016,41206,Colombia,Residencial Zona Urbano,615039
2016,41206,Colombia,Residencial Zona Rural,467348
2016,41206,Colombia,Comercial Zonas Urbano,89028
2016,41206,Colombia,Comercial Zonas Rural,27171
2016,41206,Colombia,Oficial Zonas Urbano,94200
2016,41206,Colombia,Oficial Zonas Rural,19349
2016,41244,Elias,Residencial Zona Urbano,352577
2016,41244,Elias,Residencial Zona Rural,365041
2016,41244,Elias,Comercial Zonas Urbano,34126
2016,41244,Elias,Comercial Zonas Rural,92478
2016,41244,Elias,Oficial Zonas Urbano,49757
